time,sensor,channel,sensor_name,freq,segment_start,time_diff_s
2023-12-01T21:08:48.620000,3dvha,7,Omni Hydrophone,19.38,2023-12-01T21:08:00.000000,9.424999999999999
2023-12-01T21:08:58.370000,3dvha,7,Omni Hydrophone,21.24,2023-12-01T21:08:00.000000,9.75
2023-12-01T21:09:07.670000,3dvha,7,Omni Hydrophone,22.9,2023-12-01T21:09:00.000000,9.299999999999999
2023-12-01T21:09:18.460000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T21:09:00.000000,10.79
2023-12-01T21:09:28.015000,3dvha,7,Omni Hydrophone,21.24,2023-12-01T21:09:00.000000,9.555
2023-12-01T21:09:37.310000,3dvha,7,Omni Hydrophone,21.44,2023-12-01T21:09:00.000000,9.295
2023-12-01T21:09:46.800000,3dvha,7,Omni Hydrophone,22.27,2023-12-01T21:09:00.000000,9.49
2023-12-01T21:09:57.460000,3dvha,7,Omni Hydrophone,20.41,2023-12-01T21:09:00.000000,10.66
2023-12-01T21:10:06.565000,3dvha,7,Omni Hydrophone,21.88,2023-12-01T21:10:00.000000,9.105
2023-12-01T21:10:16.379999,3dvha,7,Omni Hydrophone,23.1,2023-12-01T21:10:00.000000,9.814999
2023-12-01T21:10:26.715000,3dvha,7,Omni Hydrophone,21.24,2023-12-01T21:10:00.000000,10.335001
2023-12-01T21:11:52.000000,3dvha,7,Omni Hydrophone,20.8,2023-12-01T21:11:00.000000,
2023-12-01T21:12:01.235000,3dvha,7,Omni Hydrophone,21.04,2023-12-01T21:12:00.000000,9.235
2023-12-01T21:12:10.595000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T21:12:00.000000,9.36
2023-12-01T21:12:21.515000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T21:12:00.000000,10.92
2023-12-01T21:12:30.615000,3dvha,7,Omni Hydrophone,22.9,2023-12-01T21:12:00.000000,9.1
2023-12-01T21:12:40.235000,3dvha,7,Omni Hydrophone,22.07,2023-12-01T21:12:00.000000,9.62
2023-12-01T21:12:49.985000,3dvha,7,Omni Hydrophone,21.88,2023-12-01T21:12:00.000000,9.75
2023-12-01T21:12:59.800000,3dvha,7,Omni Hydrophone,23.1,2023-12-01T21:12:00.000000,9.815
2023-12-01T21:13:09.100000,3dvha,7,Omni Hydrophone,22.71,2023-12-01T21:13:00.000000,9.299999999999999
2023-12-01T21:13:19.370000,3dvha,7,Omni Hydrophone,19.58,2023-12-01T21:13:00.000000,10.27
2023-12-01T21:13:28.795000,3dvha,7,Omni Hydrophone,22.27,2023-12-01T21:13:00.000000,9.424999999999999
2023-12-01T21:13:37.830000,3dvha,7,Omni Hydrophone,22.07,2023-12-01T21:13:00.000000,9.035
2023-12-01T21:13:47.190000,3dvha,7,Omni Hydrophone,23.54,2023-12-01T21:13:00.000000,9.36
2023-12-01T21:13:56.485000,3dvha,7,Omni Hydrophone,23.54,2023-12-01T21:13:00.000000,9.295
2023-12-01T21:14:06.565000,3dvha,7,Omni Hydrophone,20.8,2023-12-01T21:14:00.000000,10.08
2023-12-01T21:14:17.095000,3dvha,7,Omni Hydrophone,21.68,2023-12-01T21:14:00.000000,10.53
2023-12-01T21:14:26.455000,3dvha,7,Omni Hydrophone,22.71,2023-12-01T21:14:00.000000,9.36
2023-12-01T21:14:36.335000,3dvha,7,Omni Hydrophone,21.24,2023-12-01T21:14:00.000000,9.879999999999999
2023-12-01T21:14:45.305000,3dvha,7,Omni Hydrophone,22.51,2023-12-01T21:14:00.000000,8.969999999999999
2023-12-01T21:14:55.250000,3dvha,7,Omni Hydrophone,21.68,2023-12-01T21:14:00.000000,9.945
2023-12-01T21:15:04.680000,3dvha,7,Omni Hydrophone,19.14,2023-12-01T21:15:00.000000,9.43
2023-12-01T21:15:13.715000,3dvha,7,Omni Hydrophone,21.88,2023-12-01T21:15:00.000000,9.035
2023-12-01T21:15:23.920000,3dvha,7,Omni Hydrophone,21.24,2023-12-01T21:15:00.000000,10.205
2023-12-01T21:15:33.410000,3dvha,7,Omni Hydrophone,21.04,2023-12-01T21:15:00.000000,9.49
2023-12-01T21:15:42.575000,3dvha,7,Omni Hydrophone,21.24,2023-12-01T21:15:00.000000,9.165
2023-12-01T21:15:51.740000,3dvha,7,Omni Hydrophone,23.1,2023-12-01T21:15:00.000000,9.165
2023-12-01T21:16:01.170000,3dvha,7,Omni Hydrophone,22.51,2023-12-01T21:16:00.000000,9.43
2023-12-01T21:16:10.660000,3dvha,7,Omni Hydrophone,21.24,2023-12-01T21:16:00.000000,9.49
2023-12-01T21:16:20.215000,3dvha,7,Omni Hydrophone,21.44,2023-12-01T21:16:00.000000,9.555
2023-12-01T21:16:30.615000,3dvha,7,Omni Hydrophone,21.24,2023-12-01T21:16:00.000000,10.4
2023-12-01T21:16:39.650000,3dvha,7,Omni Hydrophone,23.1,2023-12-01T21:16:00.000000,9.035
2023-12-01T21:16:49.140000,3dvha,7,Omni Hydrophone,23.1,2023-12-01T21:16:00.000000,9.49
2023-12-01T21:16:58.695000,3dvha,7,Omni Hydrophone,21.68,2023-12-01T21:16:00.000000,9.555
2023-12-01T21:17:07.670000,3dvha,7,Omni Hydrophone,21.04,2023-12-01T21:17:00.000000,8.975
2023-12-01T21:17:16.705000,3dvha,7,Omni Hydrophone,21.44,2023-12-01T21:17:00.000000,9.035
2023-12-01T21:17:26.390000,3dvha,7,Omni Hydrophone,21.24,2023-12-01T21:17:00.000000,9.684999999999999
2023-12-01T21:17:36.985000,3dvha,7,Omni Hydrophone,20.21,2023-12-01T21:17:00.000000,10.594999999999999
2023-12-01T21:17:47.710000,3dvha,7,Omni Hydrophone,20.41,2023-12-01T21:17:00.000000,10.725
2023-12-01T21:17:57.590000,3dvha,7,Omni Hydrophone,21.88,2023-12-01T21:17:00.000000,9.879999999999999
2023-12-01T21:18:07.150000,3dvha,7,Omni Hydrophone,21.88,2023-12-01T21:18:00.000000,9.559999999999999
2023-12-01T21:18:16.640000,3dvha,7,Omni Hydrophone,21.04,2023-12-01T21:18:00.000000,9.49
2023-12-01T21:18:26.065000,3dvha,7,Omni Hydrophone,19.78,2023-12-01T21:18:00.000000,9.424999999999999
2023-12-01T21:18:36.595000,3dvha,7,Omni Hydrophone,21.88,2023-12-01T21:18:00.000000,10.53
2023-12-01T21:20:06.435000,3dvha,7,Omni Hydrophone,20.8,2023-12-01T21:20:00.000000,
2023-12-01T21:20:16.900000,3dvha,7,Omni Hydrophone,21.04,2023-12-01T21:20:00.000000,10.465
2023-12-01T21:20:26.780000,3dvha,7,Omni Hydrophone,20.8,2023-12-01T21:20:00.000000,9.879999999999999
2023-12-01T21:20:35.945000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T21:20:00.000000,9.165
2023-12-01T21:20:45.110000,3dvha,7,Omni Hydrophone,21.68,2023-12-01T21:20:00.000000,9.165
2023-12-01T21:20:54.665000,3dvha,7,Omni Hydrophone,21.44,2023-12-01T21:20:00.000000,9.555
2023-12-01T21:21:04.094999,3dvha,7,Omni Hydrophone,22.71,2023-12-01T21:21:00.000000,9.429998999999999
2023-12-01T21:21:13.585000,3dvha,7,Omni Hydrophone,22.27,2023-12-01T21:21:00.000000,9.490001
2023-12-01T21:21:23.855000,3dvha,7,Omni Hydrophone,20.8,2023-12-01T21:21:00.000000,10.27
2023-12-01T21:21:32.630000,3dvha,7,Omni Hydrophone,22.07,2023-12-01T21:21:00.000000,8.775
2023-12-01T21:21:42.185000,3dvha,7,Omni Hydrophone,21.68,2023-12-01T21:21:00.000000,9.555
2023-12-01T21:21:51.285000,3dvha,7,Omni Hydrophone,22.71,2023-12-01T21:21:00.000000,9.1
2023-12-01T21:22:01.495000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T21:22:00.000000,10.209999999999999
2023-12-01T21:22:11.180000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T21:22:00.000000,9.684999999999999
2023-12-01T21:22:20.475000,3dvha,7,Omni Hydrophone,21.04,2023-12-01T21:22:00.000000,9.295
2023-12-01T21:22:30.095000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T21:22:00.000000,9.62
2023-12-01T21:22:39.195000,3dvha,7,Omni Hydrophone,22.07,2023-12-01T21:22:00.000000,9.1
2023-12-01T21:22:49.075000,3dvha,7,Omni Hydrophone,21.24,2023-12-01T21:22:00.000000,9.879999999999999
2023-12-01T21:22:58.305000,3dvha,7,Omni Hydrophone,20.8,2023-12-01T21:22:00.000000,9.23
2023-12-01T21:23:07.605000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T21:23:00.000000,9.299999999999999
2023-12-01T21:23:17.095000,3dvha,7,Omni Hydrophone,20.8,2023-12-01T21:23:00.000000,9.49
2023-12-01T21:23:26.195000,3dvha,7,Omni Hydrophone,22.71,2023-12-01T21:23:00.000000,9.1
2023-12-01T21:23:35.555000,3dvha,7,Omni Hydrophone,20.8,2023-12-01T21:23:00.000000,9.36
2023-12-01T21:23:45.630000,3dvha,7,Omni Hydrophone,21.24,2023-12-01T21:23:00.000000,10.075
2023-12-01T21:23:56.160000,3dvha,7,Omni Hydrophone,21.24,2023-12-01T21:23:00.000000,10.53
2023-12-01T21:24:05.655000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T21:24:00.000000,9.495
2023-12-01T21:25:12.285000,3dvha,7,Omni Hydrophone,20.41,2023-12-01T21:25:00.000000,
2023-12-01T21:25:21.515000,3dvha,7,Omni Hydrophone,20.21,2023-12-01T21:25:00.000000,9.23
2023-12-01T21:25:32.370000,3dvha,7,Omni Hydrophone,21.04,2023-12-01T21:25:00.000000,10.854999999999999
2023-12-01T21:25:41.470000,3dvha,7,Omni Hydrophone,22.71,2023-12-01T21:25:00.000000,9.1
2023-12-01T21:25:50.895000,3dvha,7,Omni Hydrophone,23.54,2023-12-01T21:25:00.000000,9.424999999999999
2023-12-01T21:26:00.520000,3dvha,7,Omni Hydrophone,23.34,2023-12-01T21:26:00.000000,9.625
2023-12-01T21:26:11.115000,3dvha,7,Omni Hydrophone,22.07,2023-12-01T21:26:00.000000,10.594999999999999
2023-12-01T21:26:20.800000,3dvha,7,Omni Hydrophone,21.44,2023-12-01T21:26:00.000000,9.684999999999999
2023-12-01T21:26:30.290000,3dvha,7,Omni Hydrophone,22.9,2023-12-01T21:26:00.000000,9.49
2023-12-01T21:26:39.585000,3dvha,7,Omni Hydrophone,21.44,2023-12-01T21:26:00.000000,9.295
2023-12-01T21:28:24.895000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T21:28:00.000000,
2023-12-01T21:28:35.165000,3dvha,7,Omni Hydrophone,20.21,2023-12-01T21:28:00.000000,10.27
2023-12-01T21:28:44.200000,3dvha,7,Omni Hydrophone,21.68,2023-12-01T21:28:00.000000,9.035
2023-12-01T21:28:53.105000,3dvha,7,Omni Hydrophone,21.24,2023-12-01T21:28:00.000000,8.905
2023-12-01T21:29:02.730000,3dvha,7,Omni Hydrophone,22.27,2023-12-01T21:29:00.000000,9.625
2023-12-01T21:29:11.700000,3dvha,7,Omni Hydrophone,23.34,2023-12-01T21:29:00.000000,8.969999999999999
2023-12-01T21:29:20.930000,3dvha,7,Omni Hydrophone,22.71,2023-12-01T21:29:00.000000,9.23
2023-12-01T21:29:30.810000,3dvha,7,Omni Hydrophone,22.27,2023-12-01T21:29:00.000000,9.879999999999999
2023-12-01T21:29:40.300000,3dvha,7,Omni Hydrophone,21.88,2023-12-01T21:29:00.000000,9.49
2023-12-01T21:29:50.700000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T21:29:00.000000,10.4
2023-12-01T21:30:00.060000,3dvha,7,Omni Hydrophone,21.44,2023-12-01T21:29:00.000000,9.36
2023-12-01T21:30:09.295000,3dvha,7,Omni Hydrophone,19.78,2023-12-01T21:30:00.000000,9.235
2023-12-01T21:30:19.695000,3dvha,7,Omni Hydrophone,20.21,2023-12-01T21:30:00.000000,10.4
2023-12-01T21:30:28.860000,3dvha,7,Omni Hydrophone,22.07,2023-12-01T21:30:00.000000,9.165
2023-12-01T21:30:38.155000,3dvha,7,Omni Hydrophone,22.07,2023-12-01T21:30:00.000000,9.295
2023-12-01T21:30:47.970000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T21:30:00.000000,9.815
2023-12-01T21:30:57.005000,3dvha,7,Omni Hydrophone,22.9,2023-12-01T21:30:00.000000,9.035
2023-12-01T21:31:06.825000,3dvha,7,Omni Hydrophone,20.41,2023-12-01T21:31:00.000000,9.82
2023-12-01T21:31:15.860000,3dvha,7,Omni Hydrophone,23.34,2023-12-01T21:31:00.000000,9.035
2023-12-01T21:31:25.675000,3dvha,7,Omni Hydrophone,20.8,2023-12-01T21:31:00.000000,9.815
2023-12-01T21:31:35.100000,3dvha,7,Omni Hydrophone,21.04,2023-12-01T21:31:00.000000,9.424999999999999
2023-12-01T21:31:44.590000,3dvha,7,Omni Hydrophone,20.41,2023-12-01T21:31:00.000000,9.49
2023-12-01T21:31:54.795000,3dvha,7,Omni Hydrophone,20.41,2023-12-01T21:31:00.000000,10.205
2023-12-01T21:32:05.265000,3dvha,7,Omni Hydrophone,20.21,2023-12-01T21:32:00.000000,10.469999999999999
2023-12-01T21:32:14.040000,3dvha,7,Omni Hydrophone,23.1,2023-12-01T21:32:00.000000,8.775
2023-12-01T21:32:23.010000,3dvha,7,Omni Hydrophone,23.97,2023-12-01T21:32:00.000000,8.969999999999999
2023-12-01T21:32:32.500000,3dvha,7,Omni Hydrophone,23.34,2023-12-01T21:32:00.000000,9.49
2023-12-01T21:32:42.055000,3dvha,7,Omni Hydrophone,22.07,2023-12-01T21:32:00.000000,9.555
2023-12-01T21:32:51.675000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T21:32:00.000000,9.62
2023-12-01T21:33:00.975000,3dvha,7,Omni Hydrophone,20.21,2023-12-01T21:33:00.000000,9.299999999999999
2023-12-01T21:33:10.920000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T21:33:00.000000,9.945
2023-12-01T21:33:20.540000,3dvha,7,Omni Hydrophone,19.58,2023-12-01T21:33:00.000000,9.62
2023-12-01T21:34:44.785000,3dvha,7,Omni Hydrophone,20.21,2023-12-01T21:34:00.000000,
2023-12-01T21:34:54.535000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T21:34:00.000000,9.75
2023-12-01T21:35:03.445000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T21:35:00.000000,8.91
2023-12-01T21:35:13.130000,3dvha,7,Omni Hydrophone,21.44,2023-12-01T21:35:00.000000,9.684999999999999
2023-12-01T21:35:22.360000,3dvha,7,Omni Hydrophone,23.1,2023-12-01T21:35:00.000000,9.23
2023-12-01T21:35:31.395000,3dvha,7,Omni Hydrophone,21.88,2023-12-01T21:35:00.000000,9.035
2023-12-01T21:35:40.820000,3dvha,7,Omni Hydrophone,22.07,2023-12-01T21:35:00.000000,9.424999999999999
2023-12-01T21:35:50.635000,3dvha,7,Omni Hydrophone,22.71,2023-12-01T21:35:00.000000,9.815
2023-12-01T21:36:01.170000,3dvha,7,Omni Hydrophone,22.71,2023-12-01T21:36:00.000000,10.535
2023-12-01T21:36:10.790000,3dvha,7,Omni Hydrophone,21.88,2023-12-01T21:36:00.000000,9.62
2023-12-01T21:36:20.020000,3dvha,7,Omni Hydrophone,21.88,2023-12-01T21:36:00.000000,9.23
2023-12-01T21:36:30.940000,3dvha,7,Omni Hydrophone,22.71,2023-12-01T21:36:00.000000,10.92
2023-12-01T21:36:40.300000,3dvha,7,Omni Hydrophone,22.51,2023-12-01T21:36:00.000000,9.36
2023-12-01T21:36:49.595000,3dvha,7,Omni Hydrophone,23.1,2023-12-01T21:36:00.000000,9.295
2023-12-01T21:36:59.150000,3dvha,7,Omni Hydrophone,23.73,2023-12-01T21:36:00.000000,9.555
2023-12-01T21:37:08.710000,3dvha,7,Omni Hydrophone,24.17,2023-12-01T21:37:00.000000,9.559999999999999
2023-12-01T21:37:18.460000,3dvha,7,Omni Hydrophone,21.04,2023-12-01T21:37:00.000000,9.75
2023-12-01T21:37:28.015000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T21:37:00.000000,9.555
2023-12-01T21:37:37.245000,3dvha,7,Omni Hydrophone,21.88,2023-12-01T21:37:00.000000,9.23
2023-12-01T21:37:47.775000,3dvha,7,Omni Hydrophone,22.71,2023-12-01T21:37:00.000000,10.53
2023-12-01T21:37:57.460000,3dvha,7,Omni Hydrophone,22.51,2023-12-01T21:37:00.000000,9.684999999999999
2023-12-01T21:38:07.150000,3dvha,7,Omni Hydrophone,21.68,2023-12-01T21:38:00.000000,9.69
2023-12-01T21:38:16.445000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T21:38:00.000000,9.295
2023-12-01T21:38:25.545000,3dvha,7,Omni Hydrophone,22.07,2023-12-01T21:38:00.000000,9.1
2023-12-01T21:38:34.905000,3dvha,7,Omni Hydrophone,22.51,2023-12-01T21:38:00.000000,9.36
2023-12-01T21:38:44.330000,3dvha,7,Omni Hydrophone,20.41,2023-12-01T21:38:00.000000,9.424999999999999
2023-12-01T21:38:53.690000,3dvha,7,Omni Hydrophone,21.24,2023-12-01T21:38:00.000000,9.36
2023-12-01T21:39:04.550000,3dvha,7,Omni Hydrophone,20.41,2023-12-01T21:39:00.000000,10.86
2023-12-01T21:39:14.755000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T21:39:00.000000,10.205
2023-12-01T21:39:24.245000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T21:39:00.000000,9.49
2023-12-01T21:39:34.060000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T21:39:00.000000,9.815
2023-12-01T21:39:44.265000,3dvha,7,Omni Hydrophone,18.75,2023-12-01T21:39:00.000000,10.205
2023-12-01T21:39:54.210000,3dvha,7,Omni Hydrophone,18.75,2023-12-01T21:39:00.000000,9.945
2023-12-01T21:40:03.380000,3dvha,7,Omni Hydrophone,20.21,2023-12-01T21:40:00.000000,9.17
2023-12-01T21:40:14.235000,3dvha,7,Omni Hydrophone,20.61,2023-12-01T21:40:00.000000,10.854999999999999
2023-12-01T21:40:23.400000,3dvha,7,Omni Hydrophone,24.37,2023-12-01T21:40:00.000000,9.165
2023-12-01T21:40:32.695000,3dvha,7,Omni Hydrophone,24.17,2023-12-01T21:40:00.000000,9.295
2023-12-01T21:40:42.575000,3dvha,7,Omni Hydrophone,23.54,2023-12-01T21:40:00.000000,9.879999999999999
2023-12-01T21:40:52.520000,3dvha,7,Omni Hydrophone,20.21,2023-12-01T21:40:00.000000,9.945
2023-12-01T21:42:47.060000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T21:42:00.000000,
2023-12-01T21:42:56.355000,3dvha,7,Omni Hydrophone,18.95,2023-12-01T21:42:00.000000,9.295
2023-12-01T21:43:05.655000,3dvha,7,Omni Hydrophone,21.04,2023-12-01T21:43:00.000000,9.299999999999999
2023-12-01T21:43:15.795000,3dvha,7,Omni Hydrophone,21.04,2023-12-01T21:43:00.000000,10.139999999999999
2023-12-01T21:43:25.285000,3dvha,7,Omni Hydrophone,22.71,2023-12-01T21:43:00.000000,9.49
2023-12-01T21:43:35.425000,3dvha,7,Omni Hydrophone,20.41,2023-12-01T21:43:00.000000,10.139999999999999
2023-12-01T21:43:45.760000,3dvha,7,Omni Hydrophone,21.88,2023-12-01T21:43:00.000000,10.334999999999999
2023-12-01T21:43:55.705000,3dvha,7,Omni Hydrophone,21.68,2023-12-01T21:43:00.000000,9.945
2023-12-01T21:44:04.810000,3dvha,7,Omni Hydrophone,21.88,2023-12-01T21:44:00.000000,9.105
2023-12-01T22:15:06.305000,3dvha,7,Omni Hydrophone,17.92,2023-12-01T22:15:00.000000,
2023-12-01T22:15:17.745000,3dvha,7,Omni Hydrophone,17.68,2023-12-01T22:15:00.000000,11.44
2023-12-01T22:15:27.755000,3dvha,7,Omni Hydrophone,18.31,2023-12-01T22:15:00.000000,10.01
2023-12-01T22:15:36.595000,3dvha,7,Omni Hydrophone,19.14,2023-12-01T22:15:00.000000,8.84
2023-12-01T22:15:45.825000,3dvha,7,Omni Hydrophone,19.78,2023-12-01T22:15:00.000000,9.23
2023-12-01T22:15:55.965000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T22:15:00.000000,10.139999999999999
2023-12-01T22:16:05.785000,3dvha,7,Omni Hydrophone,18.31,2023-12-01T22:16:00.000000,9.82
2023-12-01T22:16:15.535000,3dvha,7,Omni Hydrophone,19.14,2023-12-01T22:16:00.000000,9.75
2023-12-01T22:16:26.520000,3dvha,7,Omni Hydrophone,19.58,2023-12-01T22:16:00.000000,10.985
2023-12-01T22:16:36.530000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T22:16:00.000000,10.01
2023-12-01T22:16:46.345000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T22:16:00.000000,9.815
2023-12-01T22:16:55.380000,3dvha,7,Omni Hydrophone,20.21,2023-12-01T22:16:00.000000,9.035
2023-12-01T22:17:04.615000,3dvha,7,Omni Hydrophone,19.78,2023-12-01T22:17:00.000000,9.235
2023-12-01T22:17:13.845000,3dvha,7,Omni Hydrophone,19.58,2023-12-01T22:17:00.000000,9.23
2023-12-01T22:17:23.660000,3dvha,7,Omni Hydrophone,19.58,2023-12-01T22:17:00.000000,9.815
2023-12-01T22:17:33.345000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T22:17:00.000000,9.684999999999999
2023-12-01T22:17:42.835000,3dvha,7,Omni Hydrophone,19.38,2023-12-01T22:17:00.000000,9.49
2023-12-01T22:17:53.040000,3dvha,7,Omni Hydrophone,19.58,2023-12-01T22:17:00.000000,10.205
2023-12-01T22:18:03.185000,3dvha,7,Omni Hydrophone,19.97,2023-12-01T22:18:00.000000,10.145
2023-12-01T22:18:13.455000,3dvha,7,Omni Hydrophone,19.78,2023-12-01T22:18:00.000000,10.27
2023-12-01T22:18:22.490000,3dvha,7,Omni Hydrophone,19.58,2023-12-01T22:18:00.000000,9.035
2023-12-01T22:18:31.655000,3dvha,7,Omni Hydrophone,19.38,2023-12-01T22:18:00.000000,9.165
2023-12-01T22:18:41.925000,3dvha,7,Omni Hydrophone,18.75,2023-12-01T22:18:00.000000,10.27
2023-12-01T22:18:51.155000,3dvha,7,Omni Hydrophone,18.55,2023-12-01T22:18:00.000000,9.23
